reaction_id,log2fc,p_value,subsystem,flux_cond1,flux_cond2
PDE4,-1.0202,0.0286,Nucleotide Salvage Pathway,2.2936,1.1308
OMPHHX,-0.6672,0.376,Cofactor and Prosthetic Group Biosynthesis,5.2018,3.2756
OMPHHX3,0.4007,0.239,Cofactor and Prosthetic Group Biosynthesis,1.959,2.5862
LPLIPAL2G120,-0.3043,0.545,Glycerophospholipid Metabolism,0.116,0.0939
OP4ENH,-0.2345,0.514,Alternate Carbon Metabolism,4.4245,3.7607
OPHBDC,0.0918,0.311,Cofactor and Prosthetic Group Biosynthesis,5.5418,5.906
PDH,1.7419,1.83e-05,Glycolysis/Gluconeogenesis,3.2793,10.9684
PDX5PO2,1.1397,0.0995,Cofactor and Prosthetic Group Biosynthesis,6.335,13.9577
PDX5POi,0.6916,0.258,Cofactor and Prosthetic Group Biosynthesis,8.6134,13.9112
PDX5PS,-0.0073,0.658,Cofactor and Prosthetic Group Biosynthesis,9.1479,9.1018
OPHHX,0.2099,0.489,Cofactor and Prosthetic Group Biosynthesis,0.9481,1.0966
OPHHX3,-0.6695,0.346,Cofactor and Prosthetic Group Biosynthesis,11.7232,7.3708
OPMEACPD,-0.6409,0.327,Cofactor and Prosthetic Group Biosynthesis,4.0021,2.5666
OPMEACPR,0.0391,0.749,Cofactor and Prosthetic Group Biosynthesis,4.8487,4.9818
PDXPP,0.1301,0.499,Cofactor and Prosthetic Group Biosynthesis,2.0091,2.1987
LPLIPAL2G140,-0.8002,0.401,Glycerophospholipid Metabolism,8.1652,4.689
PE120abcpp,1.1195,0.0807,"Transport, Inner Membrane",4.621,10.0397
PE140abcpp,-0.0109,0.872,"Transport, Inner Membrane",12.2245,12.1325
LPLIPAL2G141,0.1608,0.496,Glycerophospholipid Metabolism,6.1018,6.8213
PE141abcpp,1.2814,0.0527,"Transport, Inner Membrane",8.7643,21.304
PG120abcpp,0.6154,0.113,"Transport, Inner Membrane",3.235,4.9561
PG140abcpp,0.7103,0.0939,"Transport, Inner Membrane",2.9677,4.8555
LPLIPAL2G160,0.451,0.674,Glycerophospholipid Metabolism,10.6976,14.6238
PG141abcpp,1.04,0.133,"Transport, Inner Membrane",4.1578,8.5493
PG160abcpp,0.5745,0.324,"Transport, Inner Membrane",5.0139,7.4664
PG161abcpp,0.2356,0.464,"Transport, Inner Membrane",7.7034,9.0703
PE160abcpp,0.2929,0.399,"Transport, Inner Membrane",4.6902,5.7459
PE161abcpp,-0.6588,0.194,"Transport, Inner Membrane",6.9129,4.3787
PG180abcpp,0.4226,0.285,"Transport, Inner Membrane",2.13,2.855
LPLIPAL2G161,0.7048,0.431,Glycerophospholipid Metabolism,5.9865,9.7578
PG181abcpp,0.8558,0.206,"Transport, Inner Membrane",4.334,7.8434
PE180abcpp,0.2665,0.366,"Transport, Inner Membrane",0.2529,0.3042
PE181abcpp,0.0624,0.46,"Transport, Inner Membrane",1.6364,1.7088
PEAMNOpp,-0.7113,0.414,Nitrogen Metabolism,1.1652,0.7116
PEAMNtex,0.1932,0.429,"Transport, Outer Membrane Porin",2.5434,2.9079
PGAMT,-0.5173,0.248,Cell Envelope Biosynthesis,3.5787,2.5003
PGCD,-0.9014,0.244,Glycine and Serine Metabolism,2.0139,1.0781
PGI,2.2283,2.32e-06,Glycolysis/Gluconeogenesis,5.0177,23.512
LPLIPAL2G180,0.3438,0.588,Glycerophospholipid Metabolism,3.7024,4.6988
PGK,1.2463,0.000205,Glycolysis/Gluconeogenesis,5.3424,12.6744
PGL,1.2575,0.0108,Pentose Phosphate Pathway,3.3811,8.0836
PGLYCP,-0.0414,0.469,Alternate Carbon Metabolism,3.5839,3.4825
PGM,1.0779,0.000943,Glycolysis/Gluconeogenesis,6.3827,13.4732
PGMT,-0.016,0.773,Alternate Carbon Metabolism,3.4391,3.401
PGP120abcpp,-0.3416,0.411,"Transport, Inner Membrane",4.1724,3.2926
PGP140abcpp,0.4694,0.19,"Transport, Inner Membrane",1.9131,2.6487
PERD,0.4848,0.245,Cofactor and Prosthetic Group Biosynthesis,3.6515,5.1097
PETNT161pp,0.2372,0.364,Lipopolysaccharide Biosynthesis / Recycling,5.1927,6.1205
PETNT181pp,0.1605,0.682,Lipopolysaccharide Biosynthesis / Recycling,8.0906,9.0425
PFK,1.7066,1.55e-05,Glycolysis/Gluconeogenesis,3.4743,11.3397
PFK_2,-0.4185,0.501,Alternate Carbon Metabolism,0.2009,0.1503
PFK_3,0.4018,0.235,Pentose Phosphate Pathway,8.0208,10.5967
PFL,2.1944,4.16e-06,Pyruvate Metabolism,7.3727,33.7441
PGP141abcpp,0.4549,0.341,"Transport, Inner Membrane",3.0122,4.1287
PGP160abcpp,-0.1437,0.396,"Transport, Inner Membrane",6.5989,5.9732
PGP161abcpp,0.198,0.634,"Transport, Inner Membrane",4.896,5.6161
LPLIPAL2G181,0.1726,0.825,Glycerophospholipid Metabolism,7.0981,8.0001
PGP180abcpp,0.886,0.143,"Transport, Inner Membrane",6.75,12.4745
PGP181abcpp,0.039,0.751,"Transport, Inner Membrane",6.342,6.5157
PLIPA1E181pp,-0.9495,0.215,Glycerophospholipid Metabolism,6.418,3.3233
PGPP120,1.0052,0.187,Glycerophospholipid Metabolism,2.083,4.1812
LSERDHr,0.0086,0.805,Glycine and Serine Metabolism,3.9809,4.0047
PGPP120pp,0.579,0.606,Glycerophospholipid Metabolism,7.9051,11.8088
PGPP140,-1.2822,0.218,Glycerophospholipid Metabolism,6.1201,2.5165
PLIPA1G120pp,0.8749,0.421,Glycerophospholipid Metabolism,2.7035,4.958
PLIPA1G140pp,-0.6518,0.399,Glycerophospholipid Metabolism,2.7217,1.7323
PLIPA1G141pp,0.0441,0.846,Glycerophospholipid Metabolism,8.561,8.8266
PLIPA1G160pp,0.116,0.295,Glycerophospholipid Metabolism,1.0282,1.1143
PLIPA1G161pp,0.1044,0.834,Glycerophospholipid Metabolism,3.0576,3.287
PGPP140pp,-0.6857,0.321,Glycerophospholipid Metabolism,6.4291,3.997
PGPP141,0.5083,0.444,Glycerophospholipid Metabolism,8.3879,11.9309
PGPP141pp,-0.4465,0.666,Glycerophospholipid Metabolism,8.2199,6.0321
PLIPA1G180pp,0.6205,0.365,Glycerophospholipid Metabolism,10.274,15.7954
PLIPA1G181pp,-0.0018,0.607,Glycerophospholipid Metabolism,1.0899,1.0886
PLIPA2A120pp,0.2666,0.682,Glycerophospholipid Metabolism,1.3739,1.6528
PLIPA2A140pp,0.6232,0.545,Glycerophospholipid Metabolism,6.6639,10.2644
PGPP160,1.2541,0.247,Glycerophospholipid Metabolism,10.8228,25.8151
PGPP160pp,1.1364,0.303,Glycerophospholipid Metabolism,2.6066,5.7304
PGPP161,0.0987,0.783,Glycerophospholipid Metabolism,12.3422,13.2157
PLIPA2A141pp,0.8718,0.353,Glycerophospholipid Metabolism,1.9444,3.5581
LYSDC,0.9245,0.243,Threonine and Lysine Metabolism,6.4604,12.2621
PLIPA2A160pp,-0.1484,0.392,Glycerophospholipid Metabolism,4.597,4.1477
PLIPA2A161pp,-0.1834,0.475,Glycerophospholipid Metabolism,7.0357,6.1958
PLIPA2A180pp,-0.482,0.338,Glycerophospholipid Metabolism,4.322,3.0945
PLIPA2A181pp,-1.3053,0.333,Glycerophospholipid Metabolism,2.2689,0.9181
PGPP161pp,-0.0909,0.406,Glycerophospholipid Metabolism,3.4839,3.2711
PGPP180,0.4896,0.337,Glycerophospholipid Metabolism,6.1597,8.6483
PGPP180pp,0.0114,0.403,Glycerophospholipid Metabolism,7.5126,7.5724
PGPP181,0.004,0.836,Glycerophospholipid Metabolism,3.6174,3.6274
PGPP181pp,0.6213,0.494,Glycerophospholipid Metabolism,2.0797,3.1992
PLIPA2E120pp,-0.8357,0.366,Glycerophospholipid Metabolism,5.811,3.256
LYSTRS,0.6074,0.322,tRNA Charging,0.591,0.9005
PLIPA2E140pp,-1.2729,0.305,Glycerophospholipid Metabolism,5.8317,2.4132
PLIPA2E141pp,0.9197,0.432,Glycerophospholipid Metabolism,0.6756,1.2781
PGSA120,-0.807,0.463,Glycerophospholipid Metabolism,6.9017,3.9448
PGSA140,-0.7474,0.522,Glycerophospholipid Metabolism,5.6186,3.3469
LYSabcpp,-0.1977,0.369,"Transport, Inner Membrane",8.0223,6.995
PGSA141,0.0955,0.786,Glycerophospholipid Metabolism,4.9107,5.2467
PGSA160,-0.0619,0.869,Glycerophospholipid Metabolism,4.6973,4.5001
PGSA161,-0.1415,0.591,Glycerophospholipid Metabolism,0.4308,0.3905
PGSA180,-0.1741,0.404,Glycerophospholipid Metabolism,3.5834,3.176
PGSA181,-0.3427,0.682,Glycerophospholipid Metabolism,7.6565,6.0376
PHEMEabcpp,0.3817,0.407,"Transport, Inner Membrane",5.323,6.935
PLIPA2E160pp,0.3936,0.673,Glycerophospholipid Metabolism,4.6233,6.0737
PLIPA2E161pp,0.2819,0.435,Glycerophospholipid Metabolism,10.5417,12.8162
PLIPA2E180pp,0.3046,0.764,Glycerophospholipid Metabolism,7.5375,9.3091
PLIPA2E181pp,-0.3,0.345,Glycerophospholipid Metabolism,6.0515,4.9154
PLIPA2G120pp,0.6413,0.541,Glycerophospholipid Metabolism,1.3709,2.1382
PLIPA2G140pp,-0.7912,0.312,Glycerophospholipid Metabolism,1.7087,0.9874
PLIPA2G141pp,0.0467,0.629,Glycerophospholipid Metabolism,10.4581,10.8025
PLIPA2G160pp,-0.2899,0.452,Glycerophospholipid Metabolism,6.0551,4.9529
PLIPA2G161pp,0.0939,0.745,Glycerophospholipid Metabolism,0.1233,0.1316
PLIPA2G180pp,0.1449,0.39,Glycerophospholipid Metabolism,4.1943,4.6376
PHEMEtiex,0.4702,0.167,"Transport, Outer Membrane",6.6384,9.1961
PHETA1,-0.3536,0.466,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",3.0106,2.3562
PHETRS,0.028,0.541,tRNA Charging,3.1439,3.2055
PLIPA2G181pp,0.3792,0.528,Glycerophospholipid Metabolism,4.5828,5.9603
LYSt2pp,0.1061,0.3,"Transport, Inner Membrane",5.764,6.2041
PMANM,-0.3364,0.252,Alternate Carbon Metabolism,2.5183,1.9946
PMDPHT,0.266,0.393,Cofactor and Prosthetic Group Biosynthesis,3.1032,3.7314
PMEACPE,0.8407,0.135,Cofactor and Prosthetic Group Biosynthesis,9.8064,17.5627
PHEt2rpp,0.7239,0.268,"Transport, Inner Membrane",7.5825,12.5236
PHEtex,0.9145,0.186,"Transport, Outer Membrane Porin",1.5278,2.8798
PHYTSpp,0.1353,0.82,Alternate Carbon Metabolism,7.031,7.7222
PIt2rpp,0.9863,0.0952,Inorganic Ion Transport and Metabolism,2.0041,3.9704
PMPK,0.5934,0.283,Cofactor and Prosthetic Group Biosynthesis,8.7478,13.1985
PNTK,0.6595,0.331,Cofactor and Prosthetic Group Biosynthesis,1.3312,2.1027
PItex,0.9431,0.1,"Transport, Outer Membrane Porin",6.1544,11.8325
LYSt3pp,0.0637,0.315,"Transport, Inner Membrane",3.6748,3.8407
PIuabcpp,-0.183,0.236,Inorganic Ion Transport and Metabolism,5.3758,4.7354
PLIPA1A120pp,0.1198,0.402,Glycerophospholipid Metabolism,2.158,2.3449
PLIPA1A140pp,-0.5802,0.605,Glycerophospholipid Metabolism,2.0081,1.3432
PLIPA1A141pp,-0.1405,0.447,Glycerophospholipid Metabolism,1.6129,1.4632
PLIPA1A160pp,-0.7269,0.484,Glycerophospholipid Metabolism,4.9365,2.9827
PNTOt4pp,-0.128,0.334,"Transport, Inner Membrane",4.5526,4.1661
PNTOtex,-0.2035,0.255,"Transport, Outer Membrane Porin",8.3271,7.2316
POAACR,-0.4342,0.173,Nucleotide Salvage Pathway,8.2128,6.0783
POR5,1.2417,0.000464,Pyruvate Metabolism,2.843,6.7231
POX,-2.5068,2.71e-06,Oxidative Phosphorylation,4.0342,0.7098
PPA,0.468,0.0677,Anaplerotic Reactions,10.7744,14.9025
PPA2,0.9998,0.00639,Anaplerotic Reactions,9.4372,18.8722
PPAKr,0.4445,0.466,Alternate Carbon Metabolism,1.5455,2.1031
PLIPA1A161pp,0.7896,0.472,Glycerophospholipid Metabolism,0.7346,1.2698
PLIPA1A180pp,0.1171,0.79,Glycerophospholipid Metabolism,4.1344,4.4842
PLIPA1A181pp,-0.1392,0.409,Glycerophospholipid Metabolism,1.0481,0.9517
PPALtex,-0.1898,0.234,"Transport, Outer Membrane Porin",3.6379,3.1895
PPALtpp,0.0588,0.367,"Transport, Inner Membrane",0.3149,0.328
PLIPA1E120pp,0.5346,0.618,Glycerophospholipid Metabolism,0.4647,0.6731
PPAt4pp,0.758,0.183,"Transport, Inner Membrane",1.3498,2.2826
PPAtex,0.6662,0.258,"Transport, Outer Membrane Porin",8.5523,13.5715
PPBNGS,0.0458,0.665,Cofactor and Prosthetic Group Biosynthesis,0.8731,0.9013
PPC,0.4214,0.122,Anaplerotic Reactions,7.8848,10.5598
PLIPA1E140pp,0.1366,0.315,Glycerophospholipid Metabolism,1.8391,2.0217
PLIPA1E141pp,0.1503,0.54,Glycerophospholipid Metabolism,11.212,12.4432
PLIPA1E160pp,-0.2795,0.708,Glycerophospholipid Metabolism,9.2295,7.6039
PLIPA1E161pp,0.7918,0.188,Glycerophospholipid Metabolism,1.1923,2.0643
PLIPA1E180pp,-0.7785,0.257,Glycerophospholipid Metabolism,4.143,2.4152
PPCDC,-0.4161,0.375,Cofactor and Prosthetic Group Biosynthesis,7.9926,5.99
PPCK,1.5822,0.000719,Anaplerotic Reactions,3.9646,11.8713
PYDXtex,0.4374,0.416,"Transport, Outer Membrane Porin",2.2549,3.0535
PPCSCT,-1.5079,0.332,Alternate Carbon Metabolism,6.0369,2.1227
PPGPPDP,0.4149,0.23,Cofactor and Prosthetic Group Biosynthesis,1.665,2.2198
PPK2,-2.7282,1.41e-06,Oxidative Phosphorylation,5.9242,0.8941
PPK,-2.848,2.62e-06,Oxidative Phosphorylation,7.6756,1.066
PPM,-0.1958,0.65,Alternate Carbon Metabolism,7.5884,6.6253
PPM2,-0.1497,0.384,Alternate Carbon Metabolism,9.0848,8.1895
PPNCL2,0.1111,0.347,Cofactor and Prosthetic Group Biosynthesis,5.1963,5.6121
PPND,0.045,0.685,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",7.1062,7.3315
PPNDH,0.5857,0.601,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",2.8538,4.2829
PPPGO,0.3288,0.595,Cofactor and Prosthetic Group Biosynthesis,1.2451,1.5638
PPPGO3,-0.3508,0.389,Cofactor and Prosthetic Group Biosynthesis,3.2964,2.5849
PPPNDO,-0.0769,0.776,Alternate Carbon Metabolism,6.5371,6.1976
PPPNt2rpp,0.1969,0.422,"Transport, Inner Membrane",1.7771,2.037
PPPNtex,0.6299,0.227,"Transport, Outer Membrane Porin",1.1998,1.8566
PPS,1.886,4.8e-06,Glycolysis/Gluconeogenesis,7.5717,27.9862
PPTHpp,-0.3342,0.587,Unassigned,0.2581,0.2047
PPTtex,1.19,0.0937,"Transport, Outer Membrane Porin",0.6336,1.4455
PRAGSr,0.0564,0.683,Purine and Pyrimidine Biosynthesis,10.8846,11.3182
PRAIS,1.0009,0.391,Purine and Pyrimidine Biosynthesis,3.1899,6.3837
PRAIi,-1.0103,0.413,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",4.9658,2.4652
PRAMPC,0.5271,0.585,Histidine Metabolism,1.7401,2.5076
PRASCSi,-0.6676,0.309,Purine and Pyrimidine Biosynthesis,2.9289,1.8438
PRATPP,-0.6929,0.409,Histidine Metabolism,9.1469,5.6583
PRFGS,-0.2478,0.652,Purine and Pyrimidine Biosynthesis,5.7674,4.8571
PRMICI,0.4183,0.357,Histidine Metabolism,9.1661,12.2491
PROD2,0.3595,0.283,Arginine and Proline Metabolism,8.0957,10.387
PROGLYabcpp,0.6903,0.287,"Transport, Inner Membrane",5.0377,8.129
PROGLYtex,-0.2275,0.464,"Transport, Outer Membrane Porin",11.509,9.8303
PROTRS,-0.1775,0.539,tRNA Charging,2.3662,2.0923
PROabcpp,-0.1417,0.289,"Transport, Inner Membrane",7.6895,6.9701
PROt2rpp,-0.2516,0.568,"Transport, Inner Membrane",7.118,5.9788
PROt4pp,0.4635,0.175,"Transport, Inner Membrane",4.092,5.6424
PROtex,0.6271,0.285,"Transport, Outer Membrane Porin",10.6464,16.4433
PRPPS,-0.6169,0.326,Histidine Metabolism,3.8539,2.5131
PSCLYSt2pp,0.6308,0.168,"Transport, Inner Membrane",4.8491,7.5083
PSCLYStex,0.7479,0.128,"Transport, Outer Membrane Porin",5.9259,9.9515
PSCVT,-0.0443,0.547,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",3.951,3.8315
PSD120,0.7248,0.198,Glycerophospholipid Metabolism,7.393,12.2184
RNTR4c2,-0.467,0.177,Nucleotide Salvage Pathway,4.0737,2.9473
RPE,0.8615,0.0192,Pentose Phosphate Pathway,4.4584,8.1004
RPI,-0.0148,0.613,Pentose Phosphate Pathway,10.7788,10.669
RZ5PP,0.2981,0.463,Cofactor and Prosthetic Group Biosynthesis,9.6916,11.9157
S2FE2SR,0.18,0.316,Cofactor and Prosthetic Group Biosynthesis,3.9778,4.5063
S2FE2SS,-0.002,0.722,Cofactor and Prosthetic Group Biosynthesis,2.5447,2.5412
S2FE2SS2,1.3169,0.0832,Cofactor and Prosthetic Group Biosynthesis,5.2862,13.1694
PSD140,1.0097,0.471,Glycerophospholipid Metabolism,9.0928,18.3083
PSD141,0.811,0.531,Glycerophospholipid Metabolism,9.1754,16.0971
S2FE2ST,0.6891,0.209,Cofactor and Prosthetic Group Biosynthesis,1.1986,1.9326
S4FE4SR,0.2599,0.487,Cofactor and Prosthetic Group Biosynthesis,5.0184,6.0089
PYDXtpp,0.0244,0.783,"Transport, Inner Membrane",0.8681,0.8829
S4FE4ST,1.0506,0.0946,Cofactor and Prosthetic Group Biosynthesis,6.2472,12.9408
S7PI,-0.1794,0.37,Lipopolysaccharide Biosynthesis / Recycling,9.4427,8.3387
SADH,-0.1947,0.776,Arginine and Proline Metabolism,4.9157,4.2951
PSD160,-0.1348,0.821,Glycerophospholipid Metabolism,7.2353,6.59
PYK,1.941,3.29e-06,Glycolysis/Gluconeogenesis,5.4957,21.1021
PSD161,0.2862,0.76,Glycerophospholipid Metabolism,10.5234,12.8328
SADT2,-0.3063,0.431,Cysteine Metabolism,8.1294,6.5745
PYNP2r,-0.5565,0.0867,Nucleotide Salvage Pathway,6.3284,4.3029
SARCOX,0.2691,0.395,Glycine and Serine Metabolism,4.8889,5.8913
SBTPD,0.4583,0.686,Alternate Carbon Metabolism,2.4344,3.3447
SBTptspp,-0.3286,0.329,"Transport, Inner Membrane",4.7181,3.757
SBTtex,-0.2363,0.347,"Transport, Outer Membrane Porin",1.7133,1.4545
PSD180,0.2826,0.414,Glycerophospholipid Metabolism,7.5528,9.187
PSD181,-0.3537,0.639,Glycerophospholipid Metabolism,4.8673,3.809
SCYSDS,0.0918,0.75,Cofactor and Prosthetic Group Biosynthesis,11.0529,11.7788
PYROX,-0.9446,0.0644,Nucleotide Salvage Pathway,6.5352,3.3955
SDPDS,1.0104,0.365,Threonine and Lysine Metabolism,6.2463,12.5828
SDPTA,-0.6632,0.453,Threonine and Lysine Metabolism,5.2275,3.3009
SELCYSS,0.3722,0.304,tRNA Charging,2.5286,3.2728
SELGTHR,-0.1924,0.473,Inorganic Ion Transport and Metabolism,9.2367,8.0833
SELGTHR2,0.0136,0.474,Inorganic Ion Transport and Metabolism,3.6358,3.6702
SELGTHR3,0.1966,0.463,Inorganic Ion Transport and Metabolism,5.6363,6.4593
PSERT,0.1654,0.292,Glycine and Serine Metabolism,4.7566,5.3343
PSERtex,-0.1459,0.279,"Transport, Outer Membrane Porin",10.0295,9.0651
PSP_L,-1.0617,0.444,Glycine and Serine Metabolism,3.9795,1.9065
PSP_Lpp,-0.1524,0.596,Glycine and Serine Metabolism,7.7758,6.9961
PSSA120,-0.0455,0.658,Glycerophospholipid Metabolism,4.5658,4.424
SELNPS,-0.0507,0.368,Unassigned,5.7847,5.5848
PYRt2rpp,0.0939,0.738,"Transport, Inner Membrane",1.9374,2.0677
SELR,0.2607,0.398,Inorganic Ion Transport and Metabolism,4.794,5.7433
SELtex,0.5936,0.156,"Transport, Outer Membrane Porin",5.2738,7.9584
SELtpp,0.7989,0.0831,Inorganic Ion Transport and Metabolism,0.6257,1.0887
PSSA140,-0.3052,0.593,Glycerophospholipid Metabolism,7.5347,6.098
PSSA141,0.6328,0.414,Glycerophospholipid Metabolism,4.0085,6.2152
SEPHCHCS,0.3902,0.535,Cofactor and Prosthetic Group Biosynthesis,4.0773,5.3436
PSSA160,-0.2896,0.586,Glycerophospholipid Metabolism,10.7594,8.8026
SERASr,0.8221,0.111,Cofactor and Prosthetic Group Biosynthesis,6.9456,12.2796
PYRtex,1.3586,0.0378,"Transport, Outer Membrane Porin",2.7475,7.0454
SERAT,-0.7673,0.481,Cysteine Metabolism,3.9537,2.3228
PSSA161,-0.2497,0.762,Glycerophospholipid Metabolism,3.5869,3.0168
PSSA180,0.39,0.341,Glycerophospholipid Metabolism,6.08,7.9674
PSSA181,-0.3851,0.421,Glycerophospholipid Metabolism,6.6117,5.0627
PTA2,-1.23,0.286,Alternate Carbon Metabolism,3.9572,1.687
PTAr,1.804,1.6e-05,Pyruvate Metabolism,12.4444,43.4543
SERD_D,-0.0663,0.325,Glycine and Serine Metabolism,2.8804,2.7511
SERD_L,0.0205,0.797,Glycine and Serine Metabolism,7.8503,7.9627
PTHRpp,0.9817,0.454,Threonine and Lysine Metabolism,5.1649,10.1999
PTPATi,0.7066,0.343,Cofactor and Prosthetic Group Biosynthesis,12.479,20.3655
SERTRS,0.1176,0.821,tRNA Charging,3.5946,3.8998
PTRCORNt7pp,-0.192,0.584,"Transport, Inner Membrane",6.4026,5.6049
QMO2,-2.2666,1.65e-06,Oxidative Phosphorylation,12.1632,2.5277
PTRCTA,-0.8268,0.317,Arginine and Proline Metabolism,6.1309,3.4565
SERTRS2,-0.6458,0.46,tRNA Charging,1.723,1.1012
SERt2rpp,-0.3632,0.491,"Transport, Inner Membrane",2.0794,1.6166
SERt4pp,0.8547,0.111,"Transport, Inner Membrane",2.749,4.9714
SERtex,0.1265,0.571,"Transport, Outer Membrane Porin",0.3788,0.4136
SFGTHi,-0.0917,0.493,Cofactor and Prosthetic Group Biosynthesis,7.9579,7.4677
SGDS,-0.4828,0.251,Arginine and Proline Metabolism,1.5786,1.1296
SGSAD,-0.3977,0.693,Arginine and Proline Metabolism,3.9197,2.9753
PTRCabcpp,-0.1567,0.578,"Transport, Inner Membrane",5.1191,4.5921
PTRCt2pp,0.1054,0.558,"Transport, Inner Membrane",1.8254,1.9638
PTRCtex,0.5625,0.168,"Transport, Outer Membrane Porin",5.2094,7.6933
SHCHCS3,0.7775,0.239,Cofactor and Prosthetic Group Biosynthesis,8.0421,13.7855
QMO3,-2.1358,1.02e-06,Oxidative Phosphorylation,4.8349,1.1002
SHCHD2,0.5273,0.204,Cofactor and Prosthetic Group Biosynthesis,2.0929,3.0162
SHCHF,0.3507,0.431,Cofactor and Prosthetic Group Biosynthesis,2.1782,2.7776
PUNP1,0.1272,0.466,Nucleotide Salvage Pathway,5.5966,6.1127
PUNP2,-0.8388,0.0708,Nucleotide Salvage Pathway,5.1486,2.8786
SHK3Dr,0.9272,0.496,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",3.9682,7.546
QUIN2tex,-0.1603,0.493,"Transport, Outer Membrane Porin",0.3741,0.3348
SHKK,0.9166,0.273,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",9.0361,17.0569
SHSL1,-0.1737,0.288,Methionine Metabolism,6.1389,5.4425
SKMt2pp,-0.255,0.608,"Transport, Inner Membrane",4.3885,3.6775
SKMtex,1.0832,0.0801,"Transport, Outer Membrane Porin",2.9078,6.1608
SLNTtex,1.8317,0.0377,"Transport, Outer Membrane Porin",5.4601,19.4358
PUNP3,-0.9528,0.0474,Nucleotide Salvage Pathway,6.0496,3.1253
PUNP4,-0.532,0.0732,Nucleotide Salvage Pathway,2.5469,1.7614
PUNP5,0.5519,0.143,Nucleotide Salvage Pathway,6.3901,9.3681
PUNP6,-0.3981,0.128,Nucleotide Salvage Pathway,7.0125,5.3213
QUIN2tpp,0.6832,0.202,"Transport, Inner Membrane",3.7522,6.0249
PUNP7,0.1401,0.295,Nucleotide Salvage Pathway,3.8807,4.2763
PYAM5PO,-1.1676,0.078,Cofactor and Prosthetic Group Biosynthesis,6.3906,2.8448
SLNTtpp,0.0689,0.625,Inorganic Ion Transport and Metabolism,11.4648,12.0256
SO2tex,-0.5399,0.138,"Transport, Outer Membrane Porin",2.3809,1.6377
SO2tpp,0.4513,0.376,Inorganic Ion Transport and Metabolism,4.5034,6.1574
SO3tex,0.1815,0.275,"Transport, Outer Membrane Porin",5.1729,5.8664
SO4t2pp,0.1899,0.482,Inorganic Ion Transport and Metabolism,0.6173,0.7041
SO4tex,-0.1392,0.664,"Transport, Outer Membrane Porin",8.1816,7.4289
PYDAMK,0.0859,0.303,Cofactor and Prosthetic Group Biosynthesis,6.5615,6.9641
PYDAMtex,0.3549,0.258,"Transport, Outer Membrane Porin",6.5844,8.4209
PYDAMtpp,0.3395,0.492,"Transport, Inner Membrane",4.1613,5.2653
PYDXK,1.4115,0.0464,Cofactor and Prosthetic Group Biosynthesis,7.2511,19.2895
PYDXNK,0.7799,0.291,Cofactor and Prosthetic Group Biosynthesis,0.3166,0.5435
QUINDH,0.5401,0.256,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",9.368,13.6222
PYDXNtex,1.3056,0.0608,"Transport, Outer Membrane Porin",3.9385,9.7355
PYDXNtpp,0.1989,0.578,"Transport, Inner Membrane",1.4462,1.66
SOTA,0.5553,0.499,Arginine and Proline Metabolism,7.3084,10.7398
SPMDAT1,-0.1133,0.346,Arginine and Proline Metabolism,7.1565,6.6162
SPMDAT2,-0.2335,0.397,Arginine and Proline Metabolism,5.4181,4.6084
QULNS,-0.2992,0.334,Cofactor and Prosthetic Group Biosynthesis,10.2615,8.3394
SPMDabcpp,0.0151,0.676,"Transport, Inner Membrane",5.1437,5.1979
PYDXPP,0.4042,0.482,Cofactor and Prosthetic Group Biosynthesis,4.8461,6.4132
R15BPK,1.3394,0.197,Alternate Carbon Metabolism,9.7414,24.6502
SPMDt3pp,-0.3071,0.376,"Transport, Inner Membrane",1.6439,1.3287
SPMDtex,0.6583,0.215,"Transport, Outer Membrane Porin",9.6121,15.1697
R1PK,-0.096,0.329,Alternate Carbon Metabolism,4.9213,4.6046
SPMS,0.2614,0.595,Arginine and Proline Metabolism,7.8531,9.413
SPODM,0.2329,0.628,Unassigned,1.6611,1.952
THMtex,-0.4559,0.166,"Transport, Outer Membrane Porin",3.5163,2.5637
THRA2,-0.4016,0.641,Threonine and Lysine Metabolism,1.5225,1.1525
THRA,0.4096,0.55,Threonine and Lysine Metabolism,10.0457,13.3435
SPODMpp,-0.8368,0.397,Unassigned,5.8228,3.2602
SSALx,1.0699,0.162,Arginine and Proline Metabolism,4.2427,8.9064
THRD,-0.7994,0.318,Glycine and Serine Metabolism,8.897,5.1121
R5PP,-0.4568,0.644,Alternate Carbon Metabolism,3.7358,2.722
THRD_L,0.5914,0.445,"Valine, Leucine, and Isoleucine Metabolism",9.7521,14.6934
THRPtex,0.4678,0.18,"Transport, Outer Membrane Porin",5.6518,7.8166
THRS,0.1254,0.847,Threonine and Lysine Metabolism,5.4584,5.9539
THRTRS,0.5596,0.469,tRNA Charging,5.7231,8.4349
THRabcpp,-0.4792,0.261,"Transport, Inner Membrane",12.7351,9.1356
